Kraftwerksnummer Bundesnetzagentur;Unternehmen;Kraftwerksname;"PLZ
(Standort Kraftwerk)";"Ort
(Standort Kraftwerk)";Strasse und Hausnummer (Standort Kraftwerk);Bundesland;Blockname;Datum der Aufnahme der kommerziellen Stromeinspeisung der Erzeugungseinheit [Datum/jahr];Kraftwerksstatus (in Betrieb/vorlaeufig stillgelegt/saisonale KonservierungReservekraftwerk/Sonderfall);Energietraeger;"Spezifizierung ""Mehrere Energietraeger"" und ""Sonstige Energietraeger"" - Hauptbrennstoff";"Spezifizierung ""Mehrere Energietraeger"" - Zusatz- / Ersatzbrennstoffe";"Auswertung
Energietraeger (Zuordnung zu einem Hauptenergietraeger bei Mehreren Energietraegern)";"Foerderberechtigt nach EEG
(ja/nein)";"Waermeauskopplung (KWK)
(ja/nein)";Netto-Nennleistung (elektrische Wirkleistung) in MW;Bezeichnung Verknuepfungspunkt (Schaltanlage) mit dem Stromnetz der Allgemeinen Versorgung gemaess Netzbetreiber;Netz- oder Umspannebene des Anschlusses;Name Stromnetzbetreiber
BNA0755b;Kraftwerk Obernburg GmbH;Obernburg;63784;Obernburg;;Bayern;1;01.01.1995;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;60,00 ;DE00776363784TF000VS0E0GT00Z50100;Mittelspannung (MS);Mainsite GmbH & Co. KG
BNA0748;Innwerk AG;Oberaudorf-Ebbs;83080;Oberaudorf;Untere Innauen 1;Bayern;Oberaudorf-Ebbs;27.04.1992;Wegfall Istwertschaltung nach DE;Laufwasser;;;Laufwasser;Nein;Nein;60,00 ;Schaltanlage vor Ort;Hochspannung (HS);APG/Bayernwerk AG
BNA0730;EWE ERNEUERBARE ENERGIEN GmbH;Alpha Ventus;83080;Nordsee;45 Kilometer noerdlich der Insel Borkum;AWZ;;01.01.2010;in Betrieb;Windenergie (Offshore-Anlage);;;Windenergie (Offshore-Anlage);Ja;Nein;60,00 ;Umspannwerk;USp. Hoechst- / Hochspannung (HoeS/HS);TenneT TSO GmbH 
BNA0680;Mitteldeutsche Braunkohlengesellschaft mbH;Mumsdorf;04613;Mumsdorf;;Sachsen-Anhalt;;01.01.1968;Endgueltig Stillgelegt 2013 (mit StA);Braunkohle;;;Braunkohle;Nein;Ja;60,00 ;Schaltanlage Phoenix Mumsdorf;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0217;ThyssenKrupp Steel Europe AG;Duisburg Ruhrort 2;47166;Duisburg - Ruhrort;;Nordrhein-Westfalen;Block 2;01.01.1955;in Betrieb;Sonstige Energietraeger;Kuppelprodukte der Stahl- und Kokserzeugung;;"Sonstige Energietraeger
(nicht erneuerbar)";nein;Ja;60,00 ;Anschluss im Werknetz;Hochspannung (HS);tkSE AG
BNA0024;TIWAG-Tiroler Wasserkraft AG;KW Amlach;A-9900;Amlach;;Oesterreich;Amlach;05.02.1989;Wegfall Istwertschaltung nach DE;Laufwasser;;;Laufwasser;Nein;Nein;60,00 ;UW Amlach;Hochspannung (HS);TIWAG-Netz AG/APG bzw. Tennet
BNA0465;Vattenfall Wasserkraft GmbH;Hohenwarte 1;07338;Hohenwarte;Presswitzer Str. 25;Thueringen;PSS A;01.01.1959;in Betrieb;Pumpspeicher;;;Pumpspeicher;Nein;Nein;59,80 ;Remptendorf;Hochspannung (HS);TEN Thueringer Energienetze GmbH
BNA0238b;ArcelorMittal Eisenhuettenstadt GmbH;IKW;15890;Eisenhuettenstadt;Werkstrasse 1;Brandenburg;Block 7;08.05.2013;in Betrieb;Sonstige Energietraeger;Gichtgas, Konvertergas aus Roheisen-und Stahlerzeugung;Erdgas;"Sonstige Energietraeger
(nicht erneuerbar)";Nein;Ja;59,80 ;Anschaltung U 100/ Umspannstation U 200 im 110kV UW EhsP;Hochspannung (HS);EDIS Netz GmbH
BNA1078;Palm Power GmbH & Co. KG;HKW Woerth;76744;Woerth;Am Oberwald 2;Rheinland-Pfalz;;30.11.2007;in Betrieb;Mehrere Energietraeger;Erdgas;Reststoffe;Erdgas;Nein;Ja;59,00 ;Uebergabestation Palm Woerth;Hochspannung (HS);Pfalzwerke Netz AG
BNA0894e;PCK Raffinerie GmbH;IKS PCK Schwedt;16303;PCK Schwedt;;Brandenburg;SE 4;04.09.2011;in Betrieb;Mineraloelprodukte;;;Mineraloelprodukte;Nein;Nein;59,00 ;UW Vierraden;Hochspannung (HS);E.DIS AG
BNA0395;ThyssenKrupp Steel Europe AG;Duisburg Hamborn 3;47166;Hamborn;;Nordrhein-Westfalen;Block 3;01.01.1958;in Betrieb;Sonstige Energietraeger;Kuppelprodukte der Stahl- und Kokserzeugung;;"Sonstige Energietraeger
(nicht erneuerbar)";Nein;Ja;59,00 ;Anschluss im Werknetz;Hochspannung (HS);tkSE AG
BNA0177;eins - energie in sachsen GmbH & Co. KG;HKW Chemnitz  Nord II;09114;Chemnitz;;Sachsen;Block B;01.09.1988;in Betrieb;Mehrere Energietraeger;Rohbraunkohle;Ersatzbrennstoff, Erdgas (Zuend- und Stuetzgas);Braunkohle;Nein;Ja;58,20 ;UW Chemnitz Gloesa;Hochspannung (HS);inetz GmbH
BNA0495a;Enercon Windpark GmbH & Co. Ihlow KG;Windpark Ihlow;26632;Ihlow;;Niedersachsen;;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;58,10 ;UW Simonswolde;Hochspannung (HS);EWE NETZ GmbH
BNA0323;EEV Erneuerbare Energien Verwaltungs GmbH Dresden;;99634;Gangloffsoemmern;;Thueringen;;13.07.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;58,00 ;UW Schilfa;Hochspannung (HS);TEN Thueringer Energienetze GmbH
BNA1662;PNE Wind AG;Chransdorf-West;03229;Chransdorf;;Brandenburg;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);ja;;57,60 ;;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1989;EVH GmbH;Block C;06130;Halle (Saale);;Sachsen-Anhalt;Block C;01.10.2020;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;57,30 ;;USp. Hoch- / Mittelspannung (HS/MS);Energieversorgung Halle
BNA0178;eins - energie in sachsen GmbH & Co. KG;HKW Chemnitz  Nord II;09114;Chemnitz;;Sachsen;Block A;28.12.1986;Endgueltig Stillgelegt 2019 (mit StA);Mehrere Energietraeger;Erdgas, Heizoel EL;Heizoel EL;Erdgas;Nein;Ja;57,20 ;UW Chemnitz Mitte;Hochspannung (HS);inetz GmbH
BNA1857;ENERTRAG Aktiengesellschaft;UWWoltersdorf;16306;Gross Pinnow;;Brandenburg;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;57,00 ;UW Woltersdorf;Hochspannung (HS);E-DIS
BNA0243;Palm Power GmbH & Co. KG;HKW Eltmann;97483;Eltmann;Industriestrasse 23;Bayern;;28.12.2007;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;57,00 ;Palm Eltmann;Hochspannung (HS);Bayernwerk AG
BNA0017;EnBW Energie Baden-Wuerttemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestrasse 11;Baden-Wuerttemberg;ALT GT B;01.01.1973;in Betrieb;Mehrere Energietraeger;Erdgas;Mineraloelprodukte;Erdgas;Nein;Nein;57,00 ;Altbach;Hochspannung (HS);Netze BW GmbH
BNA0172b;Wacker Chemie AG;Burghausen 01 - DT;84489;Burghausen;Johannes-Hess Strasse 24;Bayern;;14.05.1979;in Betrieb;Erdgas;Heizoel EL;;Erdgas;Nein;Ja;56,80 ;Wacker intern;Mittelspannung (MS);Wacker intern
BNA1928;Buergerwindpark Bordelum III GmbH & Co. KG;Buergerwindpark Bordelum III;25852;Bordelum;Sandweg 5;Schleswig-Holstein;;03.12.2013;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;56,30 ;;USp. Hoch- / Mittelspannung (HS/MS);SH-Netz
BNA0859;EnBW Energie Baden-Wuerttemberg AG;Rheinkraftwerk Ryburg-Schwoerstadt ;79603;Rheinfelden;Postfach 1370;Baden-Wuerttemberg;Ryburg-Schwoerstadt;22.10.1930;in Betrieb;Laufwasser;;;Laufwasser;Nein;nein;56,30 ;Ryburg-Schwoerstadt bzw. CH;Hochspannung (HS);Netze BW GmbH
BNA0392b;Heizkraftwerk Halle-Trotha GmbH;HKW Halle Trotha;06130;Halle;Brachwitzer Strasse 23;Sachsen-Anhalt;GuD;30.01.2013;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;56,10 ;UW Halle Nord;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1060;Uniper Kraftwerke GmbH;Wilhelmshaven;26386;Wilhelmshaven;;Niedersachsen;GT;01.01.1973;in Betrieb;Mineraloelprodukte;;;Mineraloelprodukte;Nein;Nein;56,00 ;Ruestersiel;Hochspannung (HS);Avacon AG
BNA0574a;Statkraft Markets GmbH;Landesbergen Gas;31628;Landesbergen;;Niedersachsen;Gasturbine;01.01.1973;in Betrieb;Erdgas;;;Erdgas;Nein;Nein;56,00 ;Landesbergen;Hoechstspannung (HoeS);TenneT TSO GmbH 
BNA0288;Mainova AG;HKW Niederrad;60528;Frankfurt am Main;Lyoner Strasse  9;Hessen;Block 2;01.01.1990;Endgueltig Stillgelegt 2017 (mit StA);Mehrere Energietraeger;Erdgas;Mineraloelprodukte;Erdgas;Nein;Ja;56,00 ;UW Goldsteinstrasse;Hochspannung (HS);NRM Netzdienste Rhein-Main GmbH
BNA0660;Evonik Operations GmbH;Kraftwerk I  ;45772;Marl;Paul-Baumann-Str. 1;Nordrhein-Westfalen;Block 4 ;01.06.1971;in Betrieb;Mehrere Energietraeger;Steinkohle;Abfaelle, Heizoel;Steinkohle;Nein;Ja;55,60 ;;Hochspannung (HS);CPM Netz GmbH
BNA1296;Enercon Windpark GmbH & Co. Bertkow II KG;Windpark Bertkow II;39596;Bertkow;;Sachsen-Anhalt;;06.12.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;55,10 ;UW Ellingen;Hochspannung (HS);HSN Magdeburg GmbH
BNA1042;RWE Generation SE;Gersteinwerk;59368;Werne;;Nordrhein-Westfalen;I1;01.01.1973;in Betrieb;Erdgas;;;Erdgas;Nein;Nein;55,00 ;Gersteinwerk;Hochspannung (HS);Westnetz GmbH
BNA1041;RWE Generation SE;Gersteinwerk;59368;Werne;;Nordrhein-Westfalen;H1;01.01.1973;Endgueltig Stillgelegt 2018 (mit StA);Erdgas;;;Erdgas;Nein;Nein;55,00 ;Gersteinwerk;Hochspannung (HS);Westnetz GmbH
BNA1040;RWE Generation SE;Gersteinwerk;59368;Werne;;Nordrhein-Westfalen;G1;01.01.1973;in Betrieb;Erdgas;;;Erdgas;Nein;Nein;55,00 ;Gersteinwerk;Hochspannung (HS);Westnetz GmbH
BNA1039;RWE Generation SE;Gersteinwerk;59368;Werne;;Nordrhein-Westfalen;F1;01.01.1973;in Betrieb;Erdgas;;;Erdgas;Nein;Nein;55,00 ;Gersteinwerk;Hochspannung (HS);Westnetz GmbH
BNA0933;EnBW Energie Baden-Wuerttemberg AG;Heizkraftwerk Stuttgart-Gaisburg;70376;Stuttgart;Langwiesenweg 23;Baden-Wuerttemberg;GAI GT 13;01.01.1990;Endgueltig Stillgelegt 2014 (ohne StA);Erdgas;;;Erdgas;Nein;Nein;55,00 ;Gaisburg;Hochspannung (HS);Netze BW GmbH
BNA0099;Uniper Kraftwerke GmbH ;Gasturbinenkraftwerk Bielefeld Ummeln;33649;Bielefeld;;Nordrhein-Westfalen;GT Ummeln;01.01.1975;Endgueltig Stillgelegt 2015 (mit StA);Erdgas;;;Erdgas;Nein;Nein;55,00 ;UW - Bielefeld West;Hochspannung (HS);SWB Netz GmbH
BNA0928;Umspannwerk Strasskirchen GmbH & Co. KG;Solarpark Gaensdorf;94342;Strasskirchen;;Bayern;;01.01.2009;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;54,30 ;Gaensdorf;Hochspannung (HS);Bayernwerk AG
BNA1254;Zweckverband Muellverwertung Schwandorf;Muellkraftwerk Schwandorf;92421;Schwandorf;Alustrasse 7;Bayern;;31.08.1982;in Betrieb;Abfall;;Heizoel ;Abfall;Nein;Ja;54,00 ;UW Schwandorf;Hochspannung (HS);Bayernwerk AG
BNA0758;Energieversorgung Offenbach AG;Heizkraftwerk Offenbach;63067;Offenbach;;Hessen;;15.02.1990;in Betrieb;Mehrere Energietraeger;Steinkohle;Biomasse;Steinkohle;Nein;ja;54,00 ;Andréstrasse;Hochspannung (HS);Netrion GmbH
BNA0782;Uniper Kraftwerke GmbH;Kachlet;94034;Passau;Schleusenweg 10;Bayern;Kachlet;31.12.1927;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;53,70 ;Schaltanlage vor Ort;Hochspannung (HS);Bayernwerk AG
BNA0223b;Stadtwerke Duesseldorf AG;DT;40233;Duesseldorf;Behrenstrasse 85;Nordrhein-Westfalen;Flingern T1;17.04.2000;in Betrieb;Abfall;;;Abfall;Nein;Ja;53,70 ;U50;Mittelspannung (MS);Netzgesellschaft Duesseldorf mbH 
BNA0693;SWN Stadtwerke Neumuenster GmbH;Heizkraftwerk NMS;24534;Neumuenster;;Schleswig-Holstein;;03.05.1974;in Betrieb;Mehrere Energietraeger;Abfall/Ersatzbrennstoff;Steinkohle/HEL/Erdgas;"Sonstige Energietraeger
(nicht erneuerbar)";Nein;Ja;53,60 ;UW-Mitte;Mittelspannung (MS);Schleswig-Holstein Netz AG
BNA0106;Zellstoff- und Papierfabrik Rosenthal GmbH;;07366;Blankenstein;Hauptstrasse 16;Thueringen;;23.12.1999;in Betrieb;Biomasse;;;Biomasse;Ja;Ja;53,50 ;Umspannwerk;Mittelspannung (MS);TEN Thueringer Energienetze GmbH
BNA0861b;Energie SaarLorLux AG;HKW Roemerbruecke;66121;Saarbruecken;;Saarland;Kohleanlage;01.01.1965;in Betrieb;Steinkohle;;Erdgas;Steinkohle;Nein;Ja;53,00 ;UW Roemerbruecke;Hochspannung (HS);"Stadtwerke Saarbruecken AG /
VSE Verteilnetz GmbH"
;EEG-Anlagen < 10 MW;;;;;Hamburg;;01.01.1990;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;53,00 ;;;
BNA1174;Windpark Kirchberg GmbH & Co. KG;Windpark Kirchberg;55481;Kirchberg;;Rheinland-Pfalz;;12.10.2011;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;52,90 ;;;Westnetz GmbH
BNA0821;ENERTRAG Aktiengesellschaft;Umspannwerk Raguhn GmbH;06779;Raguhn-Jessnitz;;Sachsen-Anhalt;;01.01.1990;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;52,90 ;UW Raguhn;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1889;enercity AG;Windpark Gross Eilstorf;29664;Walsrode; Quintusstrasse 57;Niedersachsen;;05.10.2011;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;52,30 ;DE00722529664HV03000000KAMNE00001;Hochspannung (HS);AVACON
BNA0804;K+S AG;Hattorf;36269;Philippsthal;;Hessen;Hattorf;01.01.2013;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;52,00 ;UW Phillippsthal;Hochspannung (HS);Avacon AG
BNA0245a;Statkraft Markets GmbH;Emden Gas;26725;Emden;;Niedersachsen;Gasturbine;01.01.1973;in Betrieb;Biomasse;;;Biomasse;Ja;Nein;52,00 ;Emden;Hoechstspannung (HoeS);Avacon AG
BNA0194;Fernwaermeversorgungs-GmbH Dessau;Kraftwerk Dessau;06842;Dessau-Rosslau;;Sachsen-Anhalt;;01.01.1996;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;52,00 ;KWD;Mittelspannung (MS);Dessauer Stromversorgung GmbH
BNA1279;Basell Polyolefine GmbH;Gasturbine;50389;Wesseling;;Nordrhein-Westfalen;D290;03.07.1996;in Betrieb;Mehrere Energietraeger;Erdgas;Heizoel;Erdgas;Nein;Ja;51,90 ;Bollenacker;Hochspannung (HS);Westnetz GmbH
BNA0887b;Windpark GmbH & Co. Schlalach KG;WP Schlalach;14822;Schlalach;;Brandenburg;;08.09.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;51,30 ;;Hoechstspannung (HoeS);50Hertz Transmission GmbH
BNA1685;;Windpark Luckow-Petershagen;16306;Luckow-Petershagen;Gemarkung Luckow-Petershagen , Flur 2, Flurstueck 255;Brandenburg;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;51,00 ;;;
BNA1914;Windpark Haren Verwaltungsgesellschaft mbH;WP Haren - UW Niederlangen;49733;Haren;;Niedersachsen;;01.01.1990;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;50,70 ;UW Niederlangen;Hochspannung (HS);Avacon Netz
BNA1016;Waerme Hamburg GmbH;Wedel;22880;Wedel;;Schleswig-Holstein;GT B;01.01.1972;in Betrieb;Mineraloelprodukte;;;Mineraloelprodukte;Nein;Nein;50,50 ;Wedel;Hochspannung (HS);Stromnetz Hamburg GmbH
BNA1015;Waerme Hamburg GmbH;Wedel;22880;Wedel;;Schleswig-Holstein;GT A;01.01.1972;in Betrieb;Mineraloelprodukte;;;Mineraloelprodukte;Nein;Nein;50,50 ;Wedel;Hochspannung (HS);Stromnetz Hamburg GmbH
BNA1092;Onyx Germany MidCo GmbH;Zolling;85406;Zolling;Leininger Str. 1;Bayern;GT1 & GT2;01.01.1976;in Betrieb;Mineraloelprodukte;;;Mineraloelprodukte;Nein;Nein;50,00 ;LS 184;Hochspannung (HS);Bayernwerk AG
BNA0913;Alpiq Spreetal GmbH;GuD Anlage Spreetal;02979;Spreetal;Suedstrasse;Sachsen;GuD;01.01.1990;Endgueltig Stillgelegt 2012 (ohne StA);Erdgas;;;Erdgas;Nein;Nein;50,00 ;110kV Umspannwerk Schwarze Pumpe;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0016;EnBW Energie Baden-Wuerttemberg AG;Heizkraftwerk Altbach/Deizisau;73776;Altbach;Industriestrasse 11;Baden-Wuerttemberg;ALT GT A (Solo);01.01.1971;in Betrieb;Mehrere Energietraeger;Erdgas;Mineraloelprodukte;Erdgas;Nein;Nein;50,00 ;Altbach;Hochspannung (HS);Netze BW GmbH
;EEG-Anlagen < 10 MW;;;;;Daenemark;;01.01.1990;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;49,70 ;;;
BNA1050;Windpark Norderland Verwaltgungs- und Beteiligungs GmbH;;26556;Westerholt;;Niedersachsen;;01.01.1997;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;49,50 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
;EEG-Anlagen < 10 MW;;;;;Bremen;;01.01.1990;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;49,00 ;;;
BNA0223a;Stadtwerke Duesseldorf AG;DT;40233;Duesseldorf;Behrenstrasse 85;Nordrhein-Westfalen;Flingern T4;06.12.1955;Sonderfall;Abfall;;;Abfall;Nein;Nein;48,90 ;U50;Mittelspannung (MS);Netzgesellschaft Duesseldorf mbH 
BNA0769;EnBW Baltic 1 GmbH & Co. KG;Baltic 1;;Ostsee;16 km vor der Kueste Mecklenburg-Vorpommerns, noerdlich der Halbinsel Fischland-Darss-Zingst;AWZ;Baltic 1;03.04.2011;in Betrieb;Windenergie (Offshore-Anlage);;;Windenergie (Offshore-Anlage);Ja;Nein;48,30 ;OSS Baltic 1;Hoechstspannung (HoeS);50Hertz Transmission GmbH
BNA0521;Staedtische Werke Energie + Waerme GmbH;Kombi-HKW;34134;Kassel;;Hessen;;18.07.1988;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;48,30 ;DE0003323413400000000009959305051;Hochspannung (HS);Staedtische Werke Netz + Service GmbH
BNA1942;EnspireME GmbH;Batteriespseicher Jordelund;24114;Kiel;;Schleswig-Holstein;;01.04.2018;In Betrieb;Batteriespeicher;;;Batteriespeicher;Nein;Nein;48,00 ;Feldes H12 Tennet;Hochspannung (HS);TenneT TSO GmbH
BNA0972;Stadtwerke Muenchen GmbH;Leitzach 1;83620;Vagen;;Bayern;1;06.10.1983;in Betrieb;Pumpspeicher;;;Pumpspeicher;Nein;Nein;48,00 ;Schaltstelle Leitzachwerk;Hochspannung (HS);SWM Infrastruktur GmbH
BNA0747;Innwerk AG;Nussdorf;83131;Nussdorf;Am Inn 19;Bayern;Nussdorf;12.06.1982;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;48,00 ;Schaltanlage vor Ort;Hochspannung (HS);Bayernwerk AG
BNA0284;Stadtwerke Frankfurt (Oder) GmbH;Heizkraftwerk FFO;15236;Frankfurt Oder;;Brandenburg;Block1-GuD-EK;30.09.1997;in Betrieb;Erdgas;Braunkohlestaub;Erdgas;Erdgas;Nein;Ja;48,00 ;UW Beresinchen;Hochspannung (HS);Netzgesellschaft Frankfurt (Oder)
BNA0190;ENERTRAG Aktiengesellschaft;;17292;Dauer;;Brandenburg;;01.01.1990;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;48,00 ;UW Dauer;Hochspannung (HS);E.DIS AG
BNA1337e;DS Smith Paper Deutschland GmbH;GuD-Anlage;63741;Aschaffenburg;Weichertstr. 7;Bayern;GuD-Anlage;28.01.2013;in Betrieb;Mehrere Energietraeger;Erdgas;Biogas;Erdgas;Nein;Ja;47,00 ;;Mittelspannung (MS);Aschaffenburger Versorgungs GmbH 
BNA0614a;BASF SE;KW Mitte;67056;Ludwigshafen;A 855;Rheinland-Pfalz;GT 1;29.02.1992;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;47,00 ;W211;Hoechstspannung (HoeS);Amprion GmbH
BNA0835;Energiedienst AG;KW Rheinfelden;79618;Rheinfelden;;Baden-Wuerttemberg;KW Rheinfelden;01.07.2010;in Betrieb;Laufwasser;;;Laufwasser;Ja;Nein;46,70 ;110-kV-Leitung Rheinfelden-KRS Sued;Hochspannung (HS);ED Netze GmbH
BNA0233;Stora Enso Sachsen GmbH;Kombikraftwerk;04838;Eilenburg;Am Schanzberg 1;Sachsen;;01.09.1993;in Betrieb;Mehrere Energietraeger;Erdgas;Papierfaserschlamm;Erdgas;Nein;Ja;46,60 ;UW Kospa;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0287b;Mainova AG;MHKW Frankfurt;60440;Frankfurt am Main;Heddernheimer Landstrasse 157;Hessen;T 7 (nur alleiniger Betrieb, kein gemeinsamer Betrieb mit T 3 moeglich);01.01.2006;in Betrieb;Mehrere Energietraeger;Abfall;Mineraloelprodukte;Abfall;Nein;Ja;46,50 ;UW Heddernheim;30;NRM Netzdienste Rhein-Main GmbH
BNA1569;;Buergerwindpark Eider;25782;Tellingstedt;;Schleswig-Holstein;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;46,20 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG
BNA1738;;Windpark Krackow-Glasow;17322;Glasow;Gemarkung Glasow Fl 105 Flst 17;Mecklenburg-Vorpommern;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;46,10 ;;;
BNA1668;;Windpark Mahlwinkel Sued;39517;Mahlwinkel;Flur 7, Flurstueck 42;Sachsen-Anhalt;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);ja;;46,00 ;;Hochspannung (HS);HSN Magdeburg GmbH
BNA1625;;Windpark Kuendelmoor;26219;Boesel;;Niedersachsen;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;45,80 ;;Hochspannung (HS);Avacon AG
BNA0847;Uniper Kraftwerke GmbH;Rosshaupten;87672;Rosshaupten;Forggenseestrasse 100;Bayern;Rosshaupten;01.01.1954;in Betrieb;Speicherwasser (ohne Pumpspeicher);;;Speicherwasser (ohne Pumpspeicher);Nein;Nein;45,50 ;Schaltanlage vor Ort;Hochspannung (HS);LEW Verteilnetz GmbH
BNA1184;AVG Koeln mbH;RMVA Koeln;50735;Koeln;Geestemuender Str. 23;Nordrhein-Westfalen;RMVA Koeln;01.02.1998;in Betrieb;Abfall;Abfall;keine;Abfall;Nein;Ja;45,10 ;UW Merkenich;Hochspannung (HS);Rheinische NETZGesellschaft mbH 
BNA1486;ROMONTA GmbH;Grubenheizkraftwerk;06317;Seegebiet Mansfelder Land;Chausseestrasse 1;Sachsen-Anhalt;;01.07.1979;in Betrieb;Braunkohle;;;Braunkohle;Nein;Ja;45,00 ;Braunkohle Amsdorf;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0936;EnBW Energie Baden-Wuerttemberg AG;Restmuell-Heizkraftwerk Stuttgart-Muenster;70376;Stuttgart;Voltastrasse 45;Baden-Wuerttemberg;MUeN DT15;01.01.1984;in Betrieb;Mehrere Energietraeger;Steinkohle;Abfall;Steinkohle;Nein;Ja;45,00 ;Muenster;Hochspannung (HS);Netze BW GmbH
BNA0935;EnBW Energie Baden-Wuerttemberg AG;Restmuell-Heizkraftwerk Stuttgart-Muenster;70376;Stuttgart;Voltastrasse 45;Baden-Wuerttemberg;MUeN DT12;01.01.1982;in Betrieb;Mehrere Energietraeger;Steinkohle;Abfall;Steinkohle;Nein;Ja;45,00 ;Muenster;Hochspannung (HS);Netze BW GmbH
BNA0516;MiRO Mineraloelraffinerie Oberrhein GmbH & Co. KG;MiRO;76187;Karlsruhe;;Baden-Wuerttemberg;Kesselhaus Werk 1;17.06.1995;in Betrieb;Mehrere Energietraeger;Mineraloelprodukte;Erdgas;Mineraloelprodukte;Nein;Ja;45,00 ;;Hochspannung (HS);Netze BW GmbH
BNA0490b;RWE Power AG;Goldenberg;50354;Huerth;;Nordrhein-Westfalen;F;01.01.1993;Endgueltig Stillgelegt 2015 (mit StA);Braunkohle;;;Braunkohle;Nein;Ja;45,00 ;Knapsack;Hochspannung (HS);Westnetz GmbH
BNA0173;Alzwerke GmbH;Alzwerke;84489;Burghausen;Johannes-Hess Strasse 24;Bayern;;10.12.1922;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;45,00 ;Wacker;Mittelspannung (MS);Wacker-intern
BNA0896;Energieversorgung Schwerin GmbH & Co. Erzeugung KG;HKW Schwerin Sued;19061;Schwerin;;Mecklenburg-Vorpommern;;01.12.1994;in Betrieb;Mehrere Energietraeger;Erdgas;HEL;Erdgas;Nein;Ja;44,90 ;UW Wuestmark;Hochspannung (HS);Netzgesellschaft Schwerin mbH 
BNA1526;Raffinerie Heide GmbH;Kraftwerk Raffinerie Heide;25770;Hemminstedt;Meldorfer Str. 43;Schleswig-Holstein;;01.01.1961;in Betrieb;Mehrere Energietraeger;"Raffineriegas; Heizoel, Erdgas";Rueckstandsgase aus Produktion, Rueckstandsoel aus der Produktion;"Sonstige Energietraeger
(nicht erneuerbar)";Nein;Ja;44,50 ;Umspannwerk Heide;Mittelspannung (MS);Werksnetz, Schleswig-Holstein Netz AG
